,segment_id,start,end,anger,disgust,fear,joy,neutral,sadness,surprise
38,74,6556,6577,0.012584269046783447,0.051338762044906616,0.1309574991464615,0.003363980446010828,0.17850174009799957,0.5663909912109375,0.0568627268075943
39,75,6582,6592,0.03954719379544258,0.2191910445690155,0.023679638281464577,0.028987860307097435,0.5185031890869141,0.1543349027633667,0.015756232663989067
40,77,6634,6730,0.04193222522735596,0.07676659524440765,0.008093589916825294,0.003333702916279435,0.8231629133224487,0.00632877554744482,0.04038216918706894
41,78,6731,6755,0.1132853627204895,0.151002436876297,0.029621001332998276,0.00621960312128067,0.6728265881538391,0.016403941437602043,0.010641058906912804
42,81,6861,6880,0.07564554363489151,0.07153653353452682,0.009270453825592995,0.07339917868375778,0.6959567666053772,0.017697030678391457,0.056494519114494324
43,82,6898,6922,0.028888830915093422,0.02192137949168682,0.009997015818953514,0.02231624722480774,0.8826051950454712,0.007998673245310783,0.026272732764482498
44,83,6985,7018,0.03648972883820534,0.1643531620502472,0.051729537546634674,0.010482780635356903,0.6141968369483948,0.05882924050092697,0.06391879171133041
45,84,7035,7051,0.06684613227844238,0.14622674882411957,0.04886751249432564,0.016455188393592834,0.6624605655670166,0.014196059666574001,0.044947825372219086
46,85,7120,7141,0.0060306149534881115,0.0017362358048558235,0.0011284495703876019,0.5377789735794067,0.07430939376354218,0.04810556024312973,0.33091074228286743
47,86,7313,7347,0.01645476184785366,0.03647749498486519,0.03896040841937065,0.009308069944381714,0.8774718642234802,0.011859993450343609,0.009467490017414093
48,87,7490,7504,0.028507908806204796,0.25456374883651733,0.019866567105054855,0.0030840032268315554,0.5912649631500244,0.03441319614648819,0.06829962134361267
49,88,7563,7578,0.00707070529460907,0.07190302759408951,0.010131297633051872,0.009208417497575283,0.8683483600616455,0.01351850014179945,0.019819723442196846
50,89,7631,7643,0.05827152729034424,0.11072711646556854,0.024060256779193878,0.01460819412022829,0.7567371726036072,0.010779385454952717,0.024816330522298813
51,90,7676,7686,0.009014406241476536,0.010176986455917358,0.002408065600320697,0.003414212027564645,0.9313428401947021,0.006623561028391123,0.037020016461610794
52,91,7688,7731,0.01638752967119217,0.033421602100133896,0.0065195318311452866,0.0018371848855167627,0.9048078060150146,0.005347040481865406,0.03167938441038132
53,92,7934,7946,0.1328389197587967,0.02674676850438118,0.017552504315972328,0.11264447122812271,0.04159962385892868,0.007277901750057936,0.6613397598266602
54,94,8334,8344,0.024950038641691208,0.05800136551260948,0.024124715477228165,0.013475608080625534,0.8623138666152954,0.011087856255471706,0.006046577822417021
55,96,8544,8558,0.014743180945515633,0.07624748349189758,0.13021712005138397,0.008942514657974243,0.6669204831123352,0.006510516628623009,0.09641865640878677
56,97,8562,8597,0.01373237743973732,0.04686497524380684,0.004317830316722393,0.013434111140668392,0.907735288143158,0.00640095304697752,0.007514441851526499
57,98,8734,8758,0.009087181650102139,0.00690026069059968,0.004594092722982168,0.8068526387214661,0.1306779533624649,0.022746779024600983,0.019141091033816338
58,99,8766,8779,0.006708911154419184,0.004722999408841133,0.0058431196957826614,0.0036817288491874933,0.837552547454834,0.006329591851681471,0.1351611316204071
59,103,9017,9030,0.053218673914670944,0.03487816080451012,0.03044874779880047,0.008445089682936668,0.8245990872383118,0.02704683318734169,0.021363407373428345
60,104,9290,9302,0.02535250596702099,0.026505261659622192,0.019911382347345352,0.0032672849483788013,0.8392999172210693,0.0054409196600317955,0.08022269606590271
61,105,9308,9328,0.006898296531289816,0.01120780874043703,0.00652379309758544,0.016838084906339645,0.93906170129776,0.01445219200104475,0.005018187221139669
62,108,9683,9701,0.013260682113468647,0.0025331396609544754,0.0034474923741072416,0.7019412517547607,0.043807245790958405,0.004722109530121088,0.23028810322284698
63,109,9707,9718,0.00802773330360651,0.02524893917143345,0.0035606634337455034,0.011657485738396645,0.9166853427886963,0.009098449721932411,0.025721436366438866
64,110,9720,9748,0.026784231886267662,0.15618135035037994,0.02666446380317211,0.01095409132540226,0.6826738715171814,0.015488728880882263,0.08125331997871399
65,111,9752,9764,0.017491236329078674,0.012832939624786377,0.020396267995238304,0.009986262768507004,0.41452139616012573,0.007451203186064959,0.5173206329345703
